id,country,league,season,date,time,home_team,away_team,home_goals,away_goals,result,psc_home,psc_draw,psc_away,max_ch,max_cd,home_avg_scored,home_avg_conceded,away_avg_scored,away_avg_conceded,diff_avg_scored,diff_avg_conceded,result_code,home_sequence,away_sequence
132,Mexico,Liga MX,2012/2013,2012-10-28,18:00,UNAM Pumas,Club America,0,1,A,3.06,3.28,2.54,3.06,3.3,1.2,1.0,1.8,0.6,-0.6000000000000001,0.4,2,[2 0 2 2 0],[1 2 0 2 2]
133,Mexico,Liga MX,2012/2013,2012-10-28,23:00,Guadalajara Chivas,Atlas,2,0,H,2.15,3.34,3.83,2.19,3.34,1.0,1.0,0.6,1.4,0.4,-0.3999999999999999,0,[0 2 2 1 0],[0 0 1 0 0]
134,Mexico,Liga MX,2012/2013,2012-11-03,01:30,Chiapas,UNAM Pumas,3,0,H,2.04,3.6,3.85,2.1,3.6,2.2,0.2,0.8,1.6,1.4000000000000001,-1.4000000000000001,0,[1 2 1 2 0],[0 2 2 0 0]
135,Mexico,Liga MX,2012/2013,2012-11-03,03:30,Santos Laguna,Cruz Azul,2,1,H,2.68,3.29,2.87,2.68,3.42,1.6,1.2,0.8,1.2,0.8,0.0,0,[2 1 1 0 0],[2 1 2 1 2]
136,Mexico,Liga MX,2012/2013,2012-11-03,23:00,Club America,Pachuca,4,0,H,1.82,3.72,4.82,1.84,3.72,1.2,1.2,0.2,1.2,1.0,0.0,0,[2 0 2 2 2],[0 1 0 1 2]
137,Mexico,Liga MX,2012/2013,2012-11-03,23:00,Queretaro,Guadalajara Chivas,0,1,A,4.28,3.31,2.04,4.69,3.4,0.4,1.8,1.4,1.2,-0.9999999999999999,0.6000000000000001,2,[0 1 0 0 1],[2 2 1 0 2]
138,Mexico,Liga MX,2012/2013,2012-11-04,01:00,Monterrey,Tigres UANL,0,1,A,2.57,3.19,3.1,2.57,3.35,1.8,1.4,0.6,1.8,1.2000000000000002,-0.40000000000000013,2,[0 1 0 1 2],[0 0 0 2 0]
139,Mexico,Liga MX,2012/2013,2012-11-04,02:30,Club Tijuana,Atl. San Luis,0,0,D,1.53,4.11,7.66,1.58,4.4,1.6,0.8,0.8,1.4,0.8,-0.5999999999999999,1,[1 2 1 1 1],[0 0 1 2 1]
140,Mexico,Liga MX,2012/2013,2012-11-04,18:00,Toluca,Monarcas,0,0,D,2.17,3.52,3.58,2.29,3.52,2.2,0.6,2.0,1.6,0.20000000000000018,-1.0,1,[2 2 0 2 0],[1 1 2 2 1]
141,Mexico,Liga MX,2012/2013,2012-11-04,22:00,Atlas,Puebla,2,2,D,2.2,3.32,3.71,2.22,3.35,1.0,1.6,0.8,1.8,0.19999999999999996,-0.19999999999999996,1,[0 1 0 0 0],[2 2 0 0 0]
142,Mexico,Liga MX,2012/2013,2012-11-05,00:00,Atlante,Club Leon,2,3,A,2.93,3.34,2.6,2.95,4.25,1.6,1.6,1.2,1.0,0.40000000000000013,0.6000000000000001,2,[0 1 1 2 2],[2 1 2 0 2]
143,Mexico,Liga MX,2012/2013,2012-11-08,02:30,Monterrey,Toluca,2,2,D,1.91,3.68,4.34,1.91,3.68,1.6,1.4,0.8,1.6,0.8,-0.20000000000000018,1,[1 0 1 2 0],[2 0 2 0 1]
144,Mexico,Liga MX,2012/2013,2012-11-10,03:30,Club Leon,Atlas,3,1,H,1.39,5.32,8.34,1.41,6.0,2.2,0.8,0.6,1.6,1.6,-0.8,0,[1 2 0 2 2],[1 0 0 0 1]
145,Mexico,Liga MX,2012/2013,2012-11-10,03:30,Monarcas,Santos Laguna,2,0,H,2.06,3.68,3.7,2.2,3.69,1.0,0.8,1.4,2.2,-0.3999999999999999,-1.4000000000000001,0,[1 2 2 1 1],[1 1 0 0 2]
146,Mexico,Liga MX,2012/2013,2012-11-10,23:00,Cruz Azul,Monterrey,1,1,D,2.21,3.45,3.53,2.24,3.52,2.4,0.8,1.6,1.8,0.7999999999999998,-1.0,1,[1 2 1 2 0],[0 1 2 0 1]
147,Mexico,Liga MX,2012/2013,2012-11-11,01:00,Pachuca,Chiapas,2,1,H,2.99,3.23,2.63,3.0,3.3,1.4,0.8,0.6,1.6,0.7999999999999999,-0.8,0,[1 0 1 2 0],[2 1 2 0 2]
148,Mexico,Liga MX,2012/2013,2012-11-11,01:00,Tigres UANL,Club America,1,1,D,2.23,3.44,3.49,2.33,3.44,1.8,0.6,1.2,0.6,0.6000000000000001,0.0,1,[0 0 2 0 2],[0 2 2 2 2]
149,Mexico,Liga MX,2012/2013,2012-11-11,03:00,Atl. San Luis,Toluca,0,2,A,3.54,3.49,2.19,3.55,3.49,0.8,1.2,1.0,1.8,-0.19999999999999996,-0.6000000000000001,2,[0 1 2 1 1],[0 2 0 1 1]
150,Mexico,Liga MX,2012/2013,2012-11-11,18:00,Puebla,Queretaro,0,1,A,1.87,3.78,4.44,1.91,3.78,1.2,1.4,1.0,2.0,0.19999999999999996,-0.6000000000000001,2,[2 0 0 0 1],[1 0 0 1 0]
151,Mexico,Liga MX,2012/2013,2012-11-11,18:00,UNAM Pumas,Atlante,3,2,H,2.04,3.51,3.99,2.1,3.51,1.2,1.0,1.0,1.6,0.19999999999999996,-0.6000000000000001,0,[2 2 0 0 0],[1 1 2 2 0]
152,Mexico,Liga MX,2012/2013,2012-11-11,23:00,Guadalajara Chivas,Club Tijuana,0,2,A,2.83,3.09,2.87,2.83,3.2,1.2,0.6,1.4,1.0,-0.19999999999999996,-0.4,2,[2 1 0 2 2],[2 1 1 1 1]
153,Mexico,Liga MX,2012/2013,2012-11-15,01:00,Cruz Azul,Club Leon,2,1,H,2.43,3.43,3.1,2.45,3.44,2.4,0.8,1.6,1.2,0.7999999999999998,-0.3999999999999999,0,[2 1 2 0 1],[2 0 2 2 2]
154,Mexico,Liga MX,2012/2013,2012-11-15,03:00,Monarcas,Club America,0,2,A,2.23,3.38,3.56,2.4,3.38,1.4,0.6,1.2,0.6,0.19999999999999996,0.0,2,[2 2 1 1 2],[2 2 2 2 1]
155,Mexico,Liga MX,2012/2013,2012-11-16,01:00,Monterrey,Club Tijuana,0,1,A,2.19,3.44,3.6,2.45,3.44,1.8,1.6,1.4,0.8,0.40000000000000013,0.8,2,[1 2 0 1 1],[1 1 1 1 2]
156,Mexico,Liga MX,2012/2013,2012-11-16,03:00,Guadalajara Chivas,Toluca,1,2,A,2.7,3.09,3.01,3.05,3.25,1.0,0.8,1.4,1.4,-0.3999999999999999,-0.5999999999999999,2,[1 0 2 2 0],[2 0 1 1 2]
157,Mexico,Liga MX,2012/2013,2012-11-17,23:00,Club America,Monarcas,1,2,A,2.13,3.53,3.56,2.2,3.8,2.0,1.0,1.4,1.4,0.6000000000000001,-0.3999999999999999,2,[2 2 2 1 2],[2 1 1 2 0]
158,Mexico,Liga MX,2012/2013,2012-11-18,01:00,Club Leon,Cruz Azul,3,0,H,1.86,3.76,4.5,1.91,3.8,2.6,0.6,0.8,1.6,1.8,-1.0,0,[0 2 2 2 0],[1 2 0 1 2]
159,Mexico,Liga MX,2012/2013,2012-11-18,18:00,Toluca,Guadalajara Chivas,3,1,H,1.99,3.46,4.3,2.02,3.6,2.0,0.6,1.4,1.2,0.6000000000000001,-0.6,0,[0 1 1 2 2],[0 2 2 0 0]
160,Mexico,Liga MX,2012/2013,2012-11-19,00:30,Club Tijuana,Monterrey,1,1,D,2.25,3.36,3.5,2.25,3.5,1.2,0.6,1.4,1.8,-0.19999999999999996,-1.2000000000000002,1,[1 1 1 2 2],[2 0 1 1 0]
161,Mexico,Liga MX,2012/2013,2012-11-23,01:00,Club America,Toluca,0,2,A,1.92,3.58,4.45,2.0,3.59,1.8,1.4,1.2,1.4,0.6000000000000001,0.0,2,[2 2 1 2 0],[1 1 2 2 2]
162,Mexico,Liga MX,2012/2013,2012-11-23,03:00,Club Leon,Club Tijuana,2,0,H,1.85,3.72,4.65,1.85,3.72,2.8,0.6,1.4,0.8,1.4,-0.20000000000000007,0,[2 2 2 0 2],[1 1 2 2 1]
163,Mexico,Liga MX,2012/2013,2012-11-25,18:00,Toluca,Club America,1,2,A,2.42,3.62,2.99,2.52,3.62,2.4,0.6,1.4,0.4,1.0,0.19999999999999996,2,[1 2 2 2 2],[2 1 2 0 0]
164,Mexico,Liga MX,2012/2013,2012-11-26,00:30,Club Tijuana,Club Leon,3,0,H,2.23,3.47,3.45,2.4,3.48,1.0,0.8,1.4,1.6,-0.3999999999999999,-0.8,0,[1 2 2 1 0],[2 2 0 2 2]
165,Mexico,Liga MX,2012/2013,2012-11-30,03:00,Club Tijuana,Toluca,2,1,H,2.31,3.27,3.5,2.35,3.3,1.4,0.6,1.6,1.2,-0.20000000000000018,-0.6,0,[2 2 1 2 1],[1 0 2 2 2]
166,Mexico,Liga MX,2012/2013,2012-12-03,00:00,Toluca,Club Tijuana,0,2,A,1.96,3.63,4.16,2.0,3.63,2.4,1.0,1.2,1.0,1.2,0.0,2,[2 2 2 0 0],[2 1 0 2 2]
167,Mexico,Liga MX,2012/2013,2013-01-05,01:30,Monarcas,Cruz Azul,3,3,D,2.35,3.39,3.28,2.41,3.39,1.2,0.8,0.8,1.8,0.3999999999999999,-1.0,1,[1 1 2 0 2],[2 0 1 2 0]
168,Mexico,Liga MX,2012/2013,2013-01-05,23:00,Club America,Monterrey,2,1,H,1.97,3.69,4.05,2.1,3.69,1.6,1.6,1.0,1.6,0.6000000000000001,0.0,0,[1 2 0 0 2],[0 1 1 0 1]
169,Mexico,Liga MX,2012/2013,2013-01-06,01:00,Pachuca,Atlante,2,0,H,1.96,3.62,4.16,1.96,3.75,1.2,0.6,1.2,2.2,0.0,-1.6,0,[0 1 2 0 2],[1 2 2 0 0]
170,Mexico,Liga MX,2012/2013,2013-01-06,01:00,Tigres UANL,Chiapas,3,0,H,1.7,3.87,5.54,1.85,3.9,1.8,0.6,0.8,1.6,1.0,-1.0,0,[0 2 0 2 1],[1 2 0 2 0]
171,Mexico,Liga MX,2012/2013,2013-01-06,02:00,Club Leon,Queretaro,2,2,D,1.33,5.4,11.65,1.5,5.8,2.8,0.4,1.2,2.0,1.5999999999999999,-1.6,1,[2 0 2 2 0],[0 0 1 0 2]
172,Mexico,Liga MX,2012/2013,2013-01-06,03:00,Atl. San Luis,Santos Laguna,1,1,D,3.45,3.5,2.23,3.45,3.5,0.8,1.2,1.4,2.2,-0.5999999999999999,-1.0000000000000002,1,[1 2 1 1 0],[1 0 0 2 0]
173,Mexico,Liga MX,2012/2013,2013-01-06,18:00,UNAM Pumas,Atlas,1,1,D,1.93,3.64,4.3,1.95,3.65,1.8,1.2,0.6,2.0,1.2000000000000002,-0.8,1,[2 0 0 0 2],[0 0 0 1 0]
174,Mexico,Liga MX,2012/2013,2013-01-06,22:00,Puebla,Club Tijuana,1,2,A,3.53,3.34,2.25,3.53,3.4,0.8,1.0,1.2,0.6,-0.3999999999999999,0.4,2,[0 0 0 1 0],[1 0 2 2 2]
175,Mexico,Liga MX,2012/2013,2013-01-06,23:00,Guadalajara Chivas,Toluca,1,1,D,2.54,3.3,3.04,2.6,3.4,1.2,1.2,1.8,1.0,-0.6000000000000001,0.19999999999999996,1,[2 2 0 0 0],[2 2 0 0 0]
176,Mexico,Liga MX,2012/2013,2013-01-12,01:30,Chiapas,Club America,0,2,A,3.54,3.61,2.14,3.54,3.61,2.4,0.0,1.4,0.4,1.0,-0.4,2,[2 0 2 0 0],[2 0 0 2 2]
177,Mexico,Liga MX,2012/2013,2013-01-12,03:30,Santos Laguna,Guadalajara Chivas,2,0,H,1.91,3.49,4.63,2.0,3.5,1.8,1.0,1.2,1.6,0.6000000000000001,-0.6000000000000001,0,[0 0 2 0 1],[2 0 0 0 1]
178,Mexico,Liga MX,2012/2013,2013-01-12,23:00,Cruz Azul,Atl. San Luis,2,1,H,1.54,4.28,6.97,1.6,4.45,2.6,0.8,0.8,1.2,1.8,-0.3999999999999999,0,[0 1 2 0 1],[2 1 1 0 1]
179,Mexico,Liga MX,2012/2013,2013-01-12,23:00,Queretaro,UNAM Pumas,2,1,H,2.95,3.22,2.66,3.15,3.45,0.4,1.2,0.4,2.0,0.0,-0.8,0,[0 1 0 2 1],[0 0 0 2 1]
180,Mexico,Liga MX,2012/2013,2013-01-13,01:00,Club Tijuana,Club Leon,1,0,H,1.98,3.47,4.29,2.22,3.5,1.6,0.8,1.2,2.0,0.40000000000000013,-1.2,0,[1 2 2 1 0],[2 2 0 2 2]
181,Mexico,Liga MX,2012/2013,2013-01-13,01:00,Monterrey,Monarcas,1,0,H,2.58,3.32,2.97,2.58,3.45,1.2,1.4,1.4,1.0,-0.19999999999999996,0.3999999999999999,0,[1 1 0 1 0],[1 2 0 2 1]
182,Mexico,Liga MX,2012/2013,2013-01-13,03:00,Atlas,Pachuca,2,0,H,3.02,3.29,2.56,3.02,3.4,1.2,1.8,0.2,1.8,1.0,0.0,0,[0 0 1 0 1],[1 2 0 2 2]
183,Mexico,Liga MX,2012/2013,2013-01-13,18:00,Toluca,Puebla,1,1,D,1.65,3.95,6.06,1.68,4.09,1.6,1.2,1.2,1.6,0.40000000000000013,-0.40000000000000013,1,[2 0 0 0 1],[0 0 1 0 0]
184,Mexico,Liga MX,2012/2013,2013-01-14,00:00,Atlante,Tigres UANL,1,3,A,4.08,3.5,2.02,4.08,3.5,1.8,2.2,0.6,1.2,1.2000000000000002,1.0000000000000002,2,[2 2 0 0 0],[2 0 2 1 2]
185,Mexico,Liga MX,2012/2013,2013-01-19,01:30,Chiapas,Monterrey,1,1,D,2.63,3.23,2.97,2.8,3.3,2.0,0.4,1.2,1.6,0.8,-1.2000000000000002,1,[0 2 0 0 0],[1 0 1 0 2]
186,Mexico,Liga MX,2012/2013,2013-01-19,02:35,Club Leon,Toluca,1,2,A,2.1,3.46,3.85,2.1,3.6,2.8,0.8,1.6,0.8,1.1999999999999997,0.0,2,[2 2 0 1 0],[0 0 0 1 1]
187,Mexico,Liga MX,2012/2013,2013-01-19,23:00,Club America,Atlante,4,0,H,1.38,4.98,10.09,1.5,4.98,1.8,1.2,1.2,2.4,0.6000000000000001,-1.2,0,[0 0 2 2 2],[2 0 0 0 0]
188,Mexico,Liga MX,2012/2013,2013-01-20,01:00,Pachuca,Queretaro,1,1,D,1.81,3.83,4.75,1.83,3.83,1.4,0.6,1.2,1.8,0.19999999999999996,-1.2000000000000002,1,[2 0 2 2 0],[1 0 2 1 2]
189,Mexico,Liga MX,2012/2013,2013-01-20,01:00,Tigres UANL,Atlas,1,0,H,1.56,4.34,6.41,1.56,4.34,2.0,0.6,0.6,2.0,1.4,-1.4,0,[0 2 1 2 2],[0 1 0 1 2]
190,Mexico,Liga MX,2012/2013,2013-01-20,03:00,Atl. San Luis,Monarcas,1,2,A,3.78,3.43,2.13,3.78,3.43,0.8,1.4,1.2,1.0,-0.3999999999999999,0.3999999999999999,2,[1 1 0 1 0],[2 0 2 1 0]
191,Mexico,Liga MX,2012/2013,2013-01-20,18:00,Puebla,Santos Laguna,2,1,H,2.91,3.51,2.52,3.05,3.51,0.8,1.2,1.0,2.2,-0.19999999999999996,-1.0000000000000002,0,[0 1 0 0 1],[0 2 0 1 2]
192,Mexico,Liga MX,2012/2013,2013-01-20,18:00,UNAM Pumas,Club Tijuana,1,2,A,2.94,3.27,2.64,3.0,3.3,1.6,1.2,1.4,0.6,0.20000000000000018,0.6,2,[0 0 2 1 0],[2 2 2 2 2]
193,Mexico,Liga MX,2012/2013,2013-01-20,23:00,Guadalajara Chivas,Cruz Azul,1,1,D,3.11,3.2,2.56,3.11,3.3,1.0,1.2,1.4,2.2,-0.3999999999999999,-1.0000000000000002,1,[0 0 0 1 0],[1 2 0 1 2]
194,Mexico,Liga MX,2012/2013,2013-01-26,01:30,Monarcas,Guadalajara Chivas,1,1,D,2.09,3.39,3.96,2.13,3.4,1.6,1.2,1.2,1.8,0.40000000000000013,-0.6000000000000001,1,[0 2 1 0 2],[0 0 1 0 1]
195,Mexico,Liga MX,2012/2013,2013-01-26,03:30,Santos Laguna,Club Leon,2,0,H,2.31,3.36,3.37,2.31,3.8,1.6,0.8,1.0,2.0,0.6000000000000001,-1.2,0,[2 0 1 2 0],[2 0 1 0 0]
196,Mexico,Liga MX,2012/2013,2013-01-26,23:00,Cruz Azul,Puebla,4,0,H,1.61,4.19,6.08,1.65,4.19,2.2,1.0,1.2,1.6,1.0000000000000002,-0.6000000000000001,0,[2 0 1 2 1],[1 0 0 1 2]
197,Mexico,Liga MX,2012/2013,2013-01-26,23:00,Queretaro,Tigres UANL,0,2,A,4.12,3.47,2.0,4.4,3.6,0.8,1.2,1.0,1.2,-0.19999999999999996,0.0,2,[0 2 1 2 1],[2 1 2 2 2]
198,Mexico,Liga MX,2012/2013,2013-01-27,01:00,Club Tijuana,Pachuca,2,0,H,1.68,3.89,5.82,1.72,3.89,1.4,0.4,0.0,2.0,1.4,-1.6,0,[2 2 2 2 2],[0 2 2 0 1]
199,Mexico,Liga MX,2012/2013,2013-01-27,01:00,Monterrey,Atl. San Luis,3,2,H,1.57,4.34,6.31,1.6,4.34,1.2,1.2,0.8,1.6,0.3999999999999999,-0.40000000000000013,0,[0 1 0 2 1],[1 0 1 0 0]
200,Mexico,Liga MX,2012/2013,2013-01-27,03:00,Atlas,Club America,2,1,H,4.45,3.64,1.9,4.7,3.75,1.6,1.8,1.6,0.4,0.0,1.4,0,[1 0 1 2 0],[0 2 2 2 2]
201,Mexico,Liga MX,2012/2013,2013-01-27,18:00,Toluca,UNAM Pumas,0,1,A,1.93,3.76,4.12,1.97,3.76,1.0,1.2,0.4,2.4,0.6,-1.2,2,[0 0 1 1 2],[0 2 1 0 0]
202,Mexico,Liga MX,2012/2013,2013-01-28,00:00,Atlante,Chiapas,4,3,H,2.42,3.33,3.21,2.45,3.36,1.8,2.4,0.8,2.2,1.0,0.19999999999999973,0,[0 0 0 0 0],[2 0 0 0 1]
203,Mexico,Liga MX,2012/2013,2013-02-02,01:30,Chiapas,Atlas,1,2,A,2.17,3.39,3.71,2.25,3.4,2.0,0.6,0.4,1.8,1.6,-1.2000000000000002,2,[0 0 0 1 0],[0 1 2 0 2]
204,Mexico,Liga MX,2012/2013,2013-02-02,23:00,Club America,Queretaro,3,0,H,1.31,5.71,11.56,1.35,5.9,2.2,1.0,1.2,1.2,1.0000000000000002,-0.19999999999999996,0,[2 2 2 2 0],[2 1 2 1 0]
205,Mexico,Liga MX,2012/2013,2013-02-03,01:00,Pachuca,Toluca,1,0,H,2.31,3.29,3.41,2.4,3.4,1.4,0.6,1.6,1.0,-0.20000000000000018,-0.4,0,[2 2 0 1 0],[0 1 1 2 0]
206,Mexico,Liga MX,2012/2013,2013-02-03,01:00,Tigres UANL,Club Tijuana,2,2,D,1.9,3.44,4.8,2.12,3.5,2.2,0.6,1.4,0.8,0.8000000000000003,-0.20000000000000007,1,[1 2 2 2 2],[2 2 2 2 2]
207,Mexico,Liga MX,2012/2013,2013-02-03,02:05,Club Leon,Cruz Azul,2,2,D,2.44,3.44,3.08,2.44,3.52,2.2,1.0,1.4,2.2,0.8000000000000003,-1.2000000000000002,1,[0 1 0 0 0],[0 1 2 1 2]
208,Mexico,Liga MX,2012/2013,2013-02-03,18:00,Guadalajara Chivas,Atl. San Luis,1,1,D,1.88,3.62,4.59,1.91,3.62,1.0,1.2,1.2,2.2,-0.19999999999999996,-1.0000000000000002,1,[0 1 0 1 1],[0 1 0 0 0]
209,Mexico,Liga MX,2012/2013,2013-02-03,18:00,Puebla,Monarcas,3,1,H,3.55,3.34,2.25,3.65,3.34,0.8,1.4,1.2,0.8,-0.3999999999999999,0.5999999999999999,0,[0 0 1 2 0],[2 1 0 2 1]
210,Mexico,Liga MX,2012/2013,2013-02-03,18:00,UNAM Pumas,Santos Laguna,0,0,D,2.39,3.29,3.2,2.4,3.3,1.2,1.2,1.0,2.4,0.19999999999999996,-1.2,1,[2 1 0 0 2],[0 1 2 0 2]
211,Mexico,Liga MX,2012/2013,2013-02-04,00:00,Atlante,Monterrey,3,1,H,3.34,3.44,2.29,3.4,3.5,2.4,2.4,1.0,1.2,1.4,1.2,0,[0 0 0 0 2],[1 0 2 1 2]
212,Mexico,Liga MX,2012/2013,2013-02-09,01:30,Monarcas,Club Leon,1,0,H,1.94,3.7,4.13,2.25,3.7,1.4,1.4,0.8,2.0,0.5999999999999999,-0.6000000000000001,0,[1 0 2 1 0],[1 0 0 0 1]
213,Mexico,Liga MX,2012/2013,2013-02-09,23:00,Cruz Azul,UNAM Pumas,1,1,D,1.81,3.74,4.84,1.81,3.8,2.4,0.6,0.6,2.4,1.7999999999999998,-1.7999999999999998,1,[1 2 1 2 1],[1 0 0 2 1]
214,Mexico,Liga MX,2012/2013,2013-02-09,23:00,Queretaro,Chiapas,1,1,D,2.64,3.21,2.98,2.65,3.3,0.8,1.4,1.2,2.8,-0.3999999999999999,-1.4,1,[1 2 1 0 0],[0 0 1 0 0]
215,Mexico,Liga MX,2012/2013,2013-02-10,01:00,Club Tijuana,Club America,1,2,A,2.38,3.33,3.28,2.4,3.33,1.8,0.4,1.6,0.8,0.19999999999999996,-0.4,2,[2 2 2 2 1],[2 2 2 0 2]
216,Mexico,Liga MX,2012/2013,2013-02-10,01:00,Monterrey,Guadalajara Chivas,0,1,A,1.85,3.76,4.57,1.95,3.76,1.2,1.2,0.8,1.8,0.3999999999999999,-0.6000000000000001,2,[0 2 1 2 0],[1 0 1 1 1]
217,Mexico,Liga MX,2012/2013,2013-02-10,03:00,Atl. San Luis,Puebla,1,3,A,2.37,3.36,3.28,2.37,3.4,0.8,1.4,1.0,2.0,-0.19999999999999996,-0.6000000000000001,2,[1 0 0 0 1],[0 1 2 0 2]
218,Mexico,Liga MX,2012/2013,2013-02-10,03:00,Atlas,Atlante,2,1,H,1.99,3.59,4.09,2.04,3.59,1.8,1.4,1.2,2.4,0.6000000000000001,-1.0,0,[1 2 0 2 2],[0 0 0 2 2]
219,Mexico,Liga MX,2012/2013,2013-02-10,18:00,Toluca,Tigres UANL,1,4,A,2.88,3.26,2.69,3.1,3.26,1.0,1.4,1.2,0.8,-0.19999999999999996,0.5999999999999999,2,[1 1 2 0 0],[2 2 2 2 1]
220,Mexico,Liga MX,2012/2013,2013-02-10,22:00,Santos Laguna,Pachuca,0,1,A,2.04,3.33,4.25,2.04,3.5,2.0,0.8,0.0,2.2,2.0,-1.4000000000000001,2,[1 2 0 2 1],[2 0 1 0 2]
221,Mexico,Liga MX,2012/2013,2013-02-16,01:30,Chiapas,Club Tijuana,2,0,H,2.68,3.28,2.88,3.02,3.28,1.4,1.0,1.6,1.2,-0.20000000000000018,-0.19999999999999996,0,[0 1 0 0 1],[2 2 2 1 0]
222,Mexico,Liga MX,2012/2013,2013-02-16,23:00,Club America,Toluca,2,2,D,1.55,4.26,6.87,1.6,4.26,2.0,1.0,1.2,1.0,0.8,0.0,1,[2 2 0 2 2],[1 2 0 0 0]
223,Mexico,Liga MX,2012/2013,2013-02-17,01:00,Pachuca,Cruz Azul,2,1,H,2.9,3.25,2.68,2.9,3.25,1.4,0.4,1.4,2.2,0.0,-1.8000000000000003,0,[0 1 0 2 2],[2 1 2 1 1]
224,Mexico,Liga MX,2012/2013,2013-02-17,01:00,Tigres UANL,Santos Laguna,1,1,D,1.79,3.82,4.84,1.79,3.95,2.4,0.6,0.8,1.6,1.5999999999999999,-1.0,1,[2 2 2 1 2],[2 0 2 1 0]
225,Mexico,Liga MX,2012/2013,2013-02-17,02:06,Club Leon,Atl. San Luis,2,0,H,1.68,4.03,5.54,1.73,4.03,2.0,1.2,1.4,1.6,0.6000000000000001,-0.40000000000000013,0,[0 0 0 1 0],[0 0 0 1 0]
226,Mexico,Liga MX,2012/2013,2013-02-17,03:00,Atlas,Monterrey,2,1,H,2.39,3.33,3.26,2.45,3.4,2.0,1.4,1.0,1.6,1.0,-0.20000000000000018,0,[2 0 2 2 2],[2 1 2 0 0]
227,Mexico,Liga MX,2012/2013,2013-02-17,18:00,UNAM Pumas,Monarcas,1,0,H,2.62,3.26,2.97,2.62,3.31,1.0,1.2,1.0,1.2,0.0,0.0,0,[0 0 2 1 1],[0 2 1 0 2]
228,Mexico,Liga MX,2012/2013,2013-02-17,22:00,Puebla,Guadalajara Chivas,1,1,D,2.5,3.33,3.06,2.6,3.37,1.4,1.4,0.8,1.2,0.5999999999999999,0.19999999999999996,1,[1 2 0 2 2],[0 1 1 1 2]
229,Mexico,Liga MX,2012/2013,2013-02-18,00:00,Atlante,Queretaro,1,1,D,1.89,3.63,4.49,1.9,3.73,2.6,2.2,0.8,1.2,1.8,1.0000000000000002,1,[0 0 2 2 0],[2 1 0 0 1]
230,Mexico,Liga MX,2012/2013,2013-02-23,01:30,Monarcas,Pachuca,3,2,H,1.93,3.5,4.53,2.23,3.5,1.4,1.2,0.2,1.8,1.2,-0.6000000000000001,0,[2 1 0 2 0],[1 0 2 2 2]
231,Mexico,Liga MX,2012/2013,2013-02-23,03:30,Santos Laguna,Club America,1,0,H,2.58,3.33,2.96,2.89,3.34,1.6,0.8,1.8,0.8,-0.19999999999999996,0.0,0,[0 2 1 0 1],[2 0 2 2 1]
232,Mexico,Liga MX,2012/2013,2013-02-23,23:00,Cruz Azul,Tigres UANL,1,2,A,2.7,3.25,2.88,2.7,3.3,2.0,0.8,2.0,0.6,0.0,0.20000000000000007,2,[1 2 1 1 0],[2 2 1 2 1]
233,Mexico,Liga MX,2012/2013,2013-02-23,23:00,Queretaro,Atlas,0,0,D,2.39,3.19,3.41,2.95,3.2,0.8,1.4,0.8,1.6,0.0,-0.20000000000000018,1,[1 0 0 1 1],[0 2 2 2 2]
234,Mexico,Liga MX,2012/2013,2013-02-24,01:00,Monterrey,Puebla,3,0,H,1.64,4.29,5.45,1.75,4.29,1.2,1.2,1.2,2.0,0.0,-0.8,0,[1 2 0 0 0],[2 0 2 2 1]
235,Mexico,Liga MX,2012/2013,2013-02-24,03:00,Atl. San Luis,UNAM Pumas,0,2,A,3.78,3.36,2.16,3.78,3.36,0.6,1.6,0.6,2.2,0.0,-0.6000000000000001,2,[0 0 1 0 0],[0 2 1 1 2]
236,Mexico,Liga MX,2012/2013,2013-02-24,03:00,Club Tijuana,Atlante,2,0,H,1.5,4.5,7.5,1.62,4.5,1.8,0.6,1.0,2.4,0.8,-1.7999999999999998,0,[2 2 1 0 0],[0 2 2 0 1]
237,Mexico,Liga MX,2012/2013,2013-02-24,18:00,Toluca,Chiapas,2,1,H,2.08,3.67,3.61,2.1,3.67,0.6,2.0,1.2,2.8,-0.6,-0.7999999999999998,0,[2 0 0 0 1],[1 0 0 1 2]
238,Mexico,Liga MX,2012/2013,2013-02-24,23:00,Guadalajara Chivas,Club Leon,2,1,H,2.2,3.28,3.19,2.65,3.29,0.8,1.4,0.2,1.8,0.6000000000000001,-0.40000000000000013,0,[1 1 1 2 1],[0 0 1 0 2]
239,Mexico,Liga MX,2012/2013,2013-03-02,01:30,Chiapas,Santos Laguna,1,3,A,2.49,3.47,2.98,2.65,3.47,1.4,1.0,0.6,1.2,0.7999999999999999,-0.19999999999999996,2,[0 0 1 2 0],[2 1 0 1 2]
240,Mexico,Liga MX,2012/2013,2013-03-02,23:00,Club America,Cruz Azul,3,0,H,1.89,3.68,4.41,1.95,3.68,2.2,1.0,1.4,2.2,0.8000000000000003,-1.2000000000000002,0,[0 2 2 1 0],[2 1 1 0 0]
241,Mexico,Liga MX,2012/2013,2013-03-02,23:00,Queretaro,Monterrey,1,0,H,3.2,3.41,2.38,3.25,3.41,0.6,1.0,1.0,1.8,-0.4,-0.8,0,[0 0 1 1 1],[2 0 0 0 2]
